SMILES,Symbol
N[C@@H](CCCCNC1=NC=NC2=C1NC=N2)C(=O)O,XX1
O=C1C=CC([N+](=O)[O-])=C[C]1O,XX2
O=C1C=CC([N+](=O)[O-])=C[C@]1(O)OO,XX3
CN(C(=O)CCN1CC2=CC(C(=O)C3=CC=CC=C3)=CC=C2N=C1N)C1CCCCC1,XX4
CC(C)C[C@H](N[C@@H](CC1=CN=CN1CC1=CC(Cl)=CC(Cl)=C1)C(=O)O)C(=O)O,XX5
OCC(CO)NC[C@@H](O)COC1=CC2=CC=CC=C2C2=C1C=CC=C2,XX6
OCC(CO)NC[C@H](O)COC1=CC2=CC=CC=C2C2=C1C=CC=C2,XX7
CC1=NC=C(CC2=CC=CC(CO)=C2)C(N)=N1,XX8
CN(C)C1=CC(Cl)=C(C(=O)N(CC2=CC=CC=C2)C2=CC=C(O)C(C(C)(C)C)=C2)C(Cl)=C1,XX9
C=C/C=C/C[C@@H](C)[C@@H](O)[C@H](NC)C(=O)O,XXA
CCCCN1N=CC=C1C(=O)O,XXB
O=C(O)CCCCCCC1=CC=CC=C1,XXC
OCCC[C@H](O)CO,XXD
O=C(O)C1=CC(N2C=CC=C2)=CC=N1,XXE
CN1CCC2(CC1)CN(C1=C3C(C4=CC=CC(C#N)=C4)=C(Cl)NC3=NC=N1)CCO2,XXF
O=C1C=CC(S(=O)(=O)O)=CC1(O)O,XXG
O=CC1=CC=C([N+](=O)[O-])C=C1,XXH
CC(=O)N1CCC(C2=CC=C3N=CN(CC(=O)N(C)CC4=CC=C(C#N)C(Cl)=C4)C(=O)C3=C2)CC1,XXI
NC1=C(C(=O)NCC2=CC=C(F)C=C2F)C(=O)N(O)C2=C1C=C(CCS(=O)(=O)C1=CC=CC=C1)C=N2,XXJ
NC1=CC(O)=CC(C2=NC3=C(OC4=C3C=CC=N4)C(N3CCOCC3)=N2)=C1,XXK
CCOC(=O)CN1C(=O)COC2=CC=CC=C21,XXL
OC[C@@]1(O)CO[C@H](O)[C@@H]1O,XXM
O=C1NC2=C(Cl)C=CC(Cl)=C2[C@@H]1O,XXN
O=C(O)C1=CC=NC(C2=CC=CO2)=C1,XXO
O=C(O)C(=O)/C=C\C(=C/O)[N+](=O)[O-],XXP
O=C(O)CC1=NN(CC2=NC3=C(C=CC(C(F)(F)F)=C3)S2)C(=O)C2=C1N=CC=N2,XXQ
C[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,XXR
C[C@@H]1COCCN1C1=CC(C2([S@](C)(=N)=O)CC2)=NC(C2=CC=CC3=C2C=NN3)=N1,XXS
C=C1C(=O)O[C@H]2C[C@@H](C)[C@@H]3[C@@H](OC(C)=O)C[C@H](O)[C@@]3(C)[C@@H](OC(C)=O)[C@H]12,XXT
CC(=O)N1CCN(C2=CC=C3N=C(C)N(CC(=O)NCC4=CC=C(Cl)C(Cl)=C4)C(=O)C3=C2)CC1,XXU
C[C@@H]1COCCN1C1=CC(C2(S(N)(=O)=O)CC2)=NC(C2=CC=NC3=C2C=CN3)=N1,XXV
COCN1C=C(C2=CC(C3=CN(C(F)F)N=C3)=CC([C@@H](C)NC(=O)C3=CC(OCCN(C)C)=CC=C3C)=C2)C=N1,XXW
NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,XXX
C[C@@H](O)[C@H](N)C1=NC(CC2=CN=CN2)=C([O-])N1CC(=O)O,XXY
NCC1=CC=C(C(=O)N2CCC3(CC2)N=C(N)C2=C(C=CC=C2F)N3)C=C1,XXZ
O=C(O)CC1=NN(CC2=NC3=C(C=CC(Cl)=C3)S2)C(=O)C2=C1N=CC=N2,XY0
NCCC1=CC=C(O)C(/N=N/C2=CC=C(C(=O)O)C=C2)=C1,XY1
CC(=O)N(C)CCN(C)C1=CC=C([N+](=O)[O-])C2=NON=C12,XY2
CC1=CC=C(C(=O)NC2=CC=C(CN3CCN(CCO)CC3)C(C(F)(F)F)=C2)C=C1C#CC1=CN=C(C(N)=O)N1C,XY3
CC(C)NC(=O)NC1=CC=CC=C1,XY4
NC1=CC2=C(C=C1)CCC1=CC=C(NCC(=O)O)C=C1/N=N\2,XY5
O=S(=O)(O)O[C@@H]1[C@@H](OS(=O)(=O)O)[C@H](O)OC[C@H]1O,XY6
O=C1C=CN([C@H]2O[C@@H](COP(O)O)[C@H](O)[C@@H]2F)C(=O)N1,XY7
CC1=CC2=C(C=N1)N=C(N1CCN(CC3=CC=C(F)C=C3F)CC1)C(NC(C)C)=N2,XY8
O=S(=O)(O)O[C@@H]1[C@@H](OS(=O)(=O)O)[C@H](OS(=O)(=O)O)CO[C@H]1O,XY9
NC1=C2N=CN([C@@H]3O[C@H](CO)[C@H](O)[C@H]3O)C2=NC=N1,XYA
N[C@@H](CC1CCCC1)C(=O)O,XYC
CC1=CC=C(C)C(N)=C1,XYD
CC1=CC(OCC2=NNC3=C2CN(C(=O)OC(C)(C)C)CC3)=C(C(C)(C)C)C=C1Cl,XYE
[O-][C@@H]1O[C@H](F)[C@@H](O)[C@H](O)[C@H]1O,XYF
[H]/N=C(\C)C1=N/C(=C\C2=CC=C(O)C=C2)C(=O)N1CC(=O)O,XYG
O=C(NO)[C@@H](O)[C@H](O)[C@@H](O)C(=O)[O-],XYH
CC1=CC=C(OCCN(C)C)C=C1C(=O)N[C@H](C)C1=CC(C2=CN(C)N=C2)=CC(C2=CN(C(C)C)N=C2)=C1,XYI
CN1C(=O)C2=C(NC(SCCC(=O)NS(=O)(=O)CCN3CCOCC3)=N2)N(C)C1=O,XYJ
O=C(O)CC1=NN(CC2=NC3=C(C=CC(C(F)(F)F)=C3)S2)C(=O)C2=CSC=C12,XYK
O=C(O)CS/C=C(\O)C(=O)O,XYM
O=C(O)CSCC(=O)C(=O)O,XYN
CCOC(=O)C1=NNC(C2=CC=CC(Br)=C2)=C1,XYO
CC(=O)O[C@H]1O[C@H](CO[P@@](=O)(O)O[P@](=O)(O)OC[C@H]2O[C@@H](N3C=NC4=C3N=CN=C4N)[C@H](O)[C@@H]2O)[C@@H](O)[C@H]1O,XYQ
CC1=CC=C(OCCN(C)C)C=C1C(=O)N[C@H](C)C1=CC(C2=CN(C)N=C2)=CC(C2=CN(C(F)F)N=C2)=C1,XYR
O[C@@H]1[C@@H](O)[C@@H](O)OC[C@H]1O,XYS
O=P(O)(O)OC[C@H]1O[C@@H](O[C@H]2[C@H](O)[C@@H](O)[C@H](O)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1O,XYT
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)C[C@@H](O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,XYU
CC(=O)O[C@@]12C[C@@H](C)[C@@]3(O)[C@@H](C=C(CO)C[C@]4(O)C(=O)C(C)=C[C@@H]34)[C@@H]1C2(C)C,XYV
CS(=O)(=O)C1=CC=CC(NC2=NC=CC(C3=C(C4=CC=CC(NS(=O)(=O)C5=C(F)C=CC=C5F)=C4)N=C(N4CCOCC4)S3)=N2)=C1,XYW
CC(=O)C1=CC=C(C2=CC(NC(=O)CCC3=CC=CC4=C3[B-](O)(O)OC4)=CC=C2)C=C1,XYX
CN(CC1=CC([C@H](CC(=O)O)C2=CC=C3C(=C2)N=NN3C)=CC=C1Cl)S(C)(=O)=O,XYY
OC[C@H]1O[C@@H](O)[C@H](O)[C@H]1O,XYZ
C[C@H]1CN(C2CCN(C3=CC(Cl)=CC=N3)CC2)[C@@H](CC2=CC=C(Cl)C=C2)CO1,XZ0
COC1=CC2=C(C=C1O)C(NC1=CC=C(F)C(Cl)=C1)=NC=N2,XZ1
CN(C)S(=O)(=O)C1=CC(O)=C(O)C2=C1CN(CC1=CC=C(F)C(Cl)=C1)C2=O,XZ2
CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)C[C@@H](OC)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,XZ3
COC(=O)CNC1=C(C(=O)NCC2=CC=C(F)C=C2F)C(=O)N(O)C2=NC(OC)=CC=C12,XZ4
CS(C)(=O)=O,XZ5
CC1=CSC2=[N]1C(=O)CC(=N2)CO,XZ6
C[C@H]([C@H](C(=O)NC1=CC([C@@H](CC(=O)O)C2CC2)=CC=C1Cl)C1=CC=C(Cl)C=C1)C(F)(F)F,XZ7
CC(=O)N1C=C(C2=C(C)NNC2=O)C2=C1C=CC=C2,XZ8
NC1=NC2=CC(C3=NN(CC4=CC5=C(C=C4)CN(C(=O)CCO)CC5)C4=C3C(N)=NC=N4)=CC=C2O1,XZ9
NNC(=O)O,XZA
CN1C=C(C2=CC=CC(C(F)(F)F)=C2)C2=C(C=C(/C(N)=N/C3CCS(=O)(=O)CC3)S2)C1=O,XZB
COC1=CC(C2=CC(NC(=O)CCC3=CC=CC4=C3[B-](O)(O)OC4)=CC=C2)=CC=C1,XZC
CC1(C)CCC(CN2CCN(C3=CC=C(C(=O)NS(=O)(=O)C4=CC=C(NCC5CCOCC5)C([N+](=O)[O-])=C4)C(OC4=CN(COP(=O)(O)O)C5=NC=CC5=C4)=C3)CC2)=C(C2=CC=C(Cl)C=C2)C1,XZD
O=C(C1=CC=CC=N1)C1=NC2=CC=CC=C2C=C1,XZE
CN1[C@@H](CSCC(F)(F)F)NC2=CC(Cl)=C(S(N)(=O)=O)C=C2S1(=O)=O,XZF
CCN1C2=C(C(=O)NC1=O)[C@H](C1=CC=C(C)C=C1)C1=C(CN(CC3CCN(CC4=CC=C([N+](=O)[O-])C=C4)CC3)C1=O)N2,XZG
C[C@@H](C1=CC=CC2=C1NC(C(=O)O)=C2C1=CC=C(CS(C)(=O)=O)C(F)=C1)N1C=C(CNS(=O)(=O)CCN)N=N1,XZH
CN(C)C(=O)COC1=CC=C2C=CC=CC2=C1,XZI
CC(C)CC(C/C=C1\C[C@@](CO)(COC(=O)C(C)(C)C)OC1=O)CC(C)C,XZJ
NC(=O)C1=CC=C(NC(=O)C2=CC([N+](=O)[O-])=CC=C2Cl)C=C1,XZK
C[C@H](OC1=CC=C(CN)C=C1)C1=CC=CC2=C1NC(C(=O)O)=C2C1=CC=C(CS(C)(=O)=O)C(F)=C1,XZL
O=C(NS(=O)(=O)C1=CC=C(N[C@H](CCN2CCOCC2)CSC2=CC=CC=C2)C(S(=O)(=O)C(F)(F)F)=C1)C1=CSC(N2CCC3=CC=CC(C(=O)NC4=NC5=CC=CC=C5S4)=C3C2)=N1,XZM
COC1=CC2=C(C=C1OCCCN1CCN(C)CC1)N=CC(C#N)=C2NC1=CC(Cl)=C(OC)C(Cl)=C1,XZN
O=C1CCC(=O)N1C1=CC(Cl)=CC(Cl)=C1,XZO
N[C@@H]1CCC[C@H]1C(=O)O,XZP
CC1=CC2=C(C=C1C)N1[C@H](O)C[C@H](C3=CC=CC(C(=O)NC4=CC=CC=C4)=C3)[C@]13C(=O)NC(=O)N=C3N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,XZQ
C[C@@H](OCC1=CC=C(CN)C=C1)C1=CC=CC2=C1NC(C(=O)O)=C2C1=CC=C(CS(C)(=O)=O)C(Cl)=C1,XZR
CC1=CN=C(NC2=CC(F)=C(C3CCN(C)CC3)C(F)=C2)N=C1NC1=CC=C(F)C(NS(=O)(=O)C(C)(C)C)=C1,XZS
O=C1CCC(=O)N1C1=C(F)C=C(F)C=C1,XZT
O=C(NC1=CC=CC=C1)C1=CC=CC([C@H]2C[C@@H]2NC2CCC2)=C1,XZU
O=C(NCC1CC1)N1CCN(C(=O)C2=CC=C(Cl)O2)CC1,XZV
COC1=CC=C(CC[C@@H](OC(=O)[C@@H]2CCCCN2C(=O)[C@H](C2=CC(OC)=C(OC)C(OC)=C2)C2CCCCC2)C2=CC=C(OCC3=CN(CCCOC4=CC(C5=C(C)N=CS5)=CC=C4CNC(=O)[C@@H]4C[C@@H](O)CN4C(=O)[C@@H](NC(=O)C4(F)CC4)C(C)(C)C)N=N3)C=C2)C=C1OC,XZW
C[C@H](O)C(=O)NC1=CC(Cl)=CC(Cl)=C1,XZX
O=C(NCC(F)(F)F)N1CCN(C(=O)C2=CC=C(Cl)O2)CC1,XZY
CC1=CC(=O)OC2=C1C=C(Cl)C(O)=C2,XZZ
O=P(O)(O)OC[C@H]1O[C@@H](N2C=NC3=C(N[C@H](CO)C4=CC=CC=C4)N=CN=C32)C[C@@H]1O,Y
C[C@H](CCC1=CC=C(O)C=C1)NCCC1=CC=C(O)C(O)=C1,Y00
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](OC(=O)CCC(=O)O)CC[C@]4(C)[C@H]3CC[C@]12C,Y01
CO[C@@H](C(=O)NCCOC1=C(C)C=C(C)C=C1C)[C@H](O)[C@@H](O)[C@H](O)/C=C/C(C)(C)C,Y02
O=C(COC1=CC=CC=C1P(=O)(O)O)NC1=CC(Cl)=CC(Cl)=C1,Y03
O=C(COC1=CC=CC=C1P(=O)(O)O)NC1=CC=CC=C1Cl,Y04
C[C@@H]1CN(C2=CC=C3C(=O)N(C4=CC=C(Cl)C5=C4N(C)N=C5NS(C)(=O)=O)C([C@H](CC4=CC(F)=CC(F)=C4)NC(=O)CN4N=C(C(F)F)C5=C4C(F)(F)[C@@H]4C[C@H]54)=NC3=C2)C[C@H](C)O1,Y05
O=C(COC1=CC=CC=C1P(=O)(O)O)NC1=CC=CC(Cl)=C1,Y06
O=C(COC1=CC=CC=C1P(=O)(O)O)NC1=CC(C(F)(F)F)=CC=C1Cl,Y07
CO[C@@H](C(=O)NC[C@@H]1CCCN(C(=O)C2CC2)C1)[C@H](O)[C@@H](O)[C@H](O)/C=C/C(C)(C)C,Y08
COC1=CC=CC(NC(=O)COC2=CC=CC=C2P(=O)(O)O)=C1,Y09
CCCCNC(=O)N1CCN(C(=O)C2=CC=CO2)CC1,Y0A
CCCN1C(NCC2=CC=CC(OC)=C2O)=NC2=CC=CC=C21,Y0B
O=C1CS[C@@H](C2=CC=CC=C2F)N1,Y0C
O=C(NCC1CC1)N1CCN(C(=O)C2=CC=CS2)CC1,Y0D
C=CC(=O)N(C1=CC=C(C2=CC=CC=C2)C=C1)[C@@H](C(=O)N[C@@H](C)C1=CC=CC=C1)C1=CC=CN=C1,Y0E
O=C(/C=C/C1=CC=C(OC(F)(F)F)C=C1)N1CC[C@@H]2CN(C(=O)N3CCC4=C(C3)N=NN4)C[C@@H]2CC1,Y0F
COC1=CC=C(NC(=O)N2CCN(C(=O)C3=CC=CO3)CC2)C(F)=C1,Y0G
CN1N=C(C2=CC=C(Cl)C=C2)C=C1N,Y0H
C[C@H](NC(=O)[C@@H](C1=CC=CN=C1)N(C(=O)CC=N)C1=CC=C(C2=CC=CC=C2)C=C1)C1=CC=CC=C1,Y0I
O=C(NC1=NC2=CC=CC=C2O1)N1CCN(C(=O)C2=CC=CO2)CC1,Y0J
NS(=O)(=O)C1=CN=C(C(=O)N2C[C@H]3CN(C(=O)C4=CC(C5CC5)=C(OC5CCOCC5)N=C4)C[C@@H]3C2)C=C1,Y0K
O=C(NCC1=CC=C2OCCC2=C1)C1=CC=CC=C1,Y0L
COC1=C(NS(=O)(=O)C2=CC=C(S(=O)(=O)F)C3=C2OCCO3)C=CC=N1,Y0M
CC(=O)N1CCN(C2=CC=C3NC(=O)N(CC(=O)NCC4=CC=C(Cl)C(Cl)=C4)C(=O)C3=C2)CC1,Y0N
O=C(O)C1=CN=CC(C#CCC2CCCCC2)=C1,Y0O
COC1=CC(NS(=O)(=O)C2=CC=C(S(=O)(=O)F)C3=C2OCCO3)=CC(F)=C1,Y0P
O=C(C1=CC2=C(C=C1)NN=N2)N1C[C@@H]2[C@H](C1)[C@H]1CN(C(=O)C3=CC(OCC4CC4)=C(Cl)C=N3)C[C@@H]21,Y0Q
CC1=CC=C(N2C=C(C3=CC=C(S(N)(=O)=O)S3)N=N2)C=C1,Y0R
CC1=C(CNC(=O)C2=CC=CC=C2)SC=C1,Y0S
O=S(=O)(NCCC1=CC=C(S(=O)(=O)C2=CC=C(O)C(O)=C2)C=C1)C1=CC=C(O)C(O)=C1,Y0T
CC(C)(C)C1=CC=C(/C=C2\SC(N3CCCC3)=NC2=O)C=C1,Y0U
O=C(O)C1=CC(I)=C(N2C=CC=C2)C(I)=C1O,Y0V
FC(F)(F)C1=CC2=C(C=C1)NC([C@H]1CCNC1)=N2,Y0W
COC1=C(/N=N/C2=C(O)C3=C(N)C(S(=O)(=O)O)=CC(S(=O)(=O)O)=C3C=C2)C=CC(C2=CC(OC)=C(/N=N/C3=C(O)C4=C(N)C(S(=O)(=O)O)=CC(S(=O)(=O)O)=C4C=C3)C=C2)=C1,Y0X
COC1=CC=C(NC(=O)N2CCN(C(=O)C3=CC=CO3)CC2)C=C1,Y0Y
CC1=CC2=C(C=C1C)N(C(=O)CCC1=CC=CC(C(=O)NC3=CC=CC=C3)=C1)C1=C(NC(=O)NC1=O)N2C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](N2C=NC3=C2N=CN=C3N)[C@H](O)[C@@H]1O,Y0Z
[Y+2],Y1
CO[C@@H](C(=O)NC1CC2=CC=CC=C2C1)[C@H](O)[C@@H](O)[C@H](O)/C=C/C(C)(C)C,Y10
CN1CCC(C#N)(NC(=O)[C@H](CC2CCCCC2)NC(=O)N2CCOCC2)CC1,Y11
CC(=O)OC1=CC=C(/C=C/C(=O)NCCC2=CC=CC=C2)C=C1OC(C)=O,Y12
O=C(/C=C/C1=CC=C(O)C(O)=C1)NCCC1=CC=C(O)C=C1,Y13
N#C[C@]1(NC(=O)[C@H](CC2CCCCC2)NC(=O)N2CCOCC2)CCN(CC2=CC=CC=C2)C1,Y14
C[C@@](C#N)(COCC1=CC=CC=C1)NC(=O)[C@H](CC1CCCCC1)NC(=O)N1CCOCC1,Y15
CO[C@@H](C(=O)NCC(N)=O)[C@H](O)[C@@H](O)[C@H](O)/C=C/C(C)(C)C,Y16
CN1C[C@H](CCN2C3=C(C(=O)NCC3)C3=CC=CC=C32)CC1=O,Y17
CN1C[C@@H](CN2C3=C(C(=O)NCC3)C3=CC=CC=C32)CC1=O,Y18
CCC(=O)N[C@@H]1C(=O)NC(=O)N=C1NC[C@H](O)[C@H](O)[C@H](O)CO,Y19
CC(C)NC(=O)N1CCN(C(=O)C2=CC=CO2)CC1,Y1A
CC1=NN(CC2=CC(C(F)(F)F)=CC=C2CCC(=O)N2CCC(SC3=CC=C(C(=O)O)C=C3F)CC2)N=N1,Y1B
CC(=O)CCN1N=C(Br)C(Br)=N1,Y1C
O=C(NC1=CC=C(F)C=C1F)N1CCN(C(=O)C2=CC=CO2)CC1,Y1D
C=CC(=O)N(C1=CC=C(C2=CC=CC=C2)C=C1)[C@H](C(=O)N[C@@H](C)C1=CC=CC=C1)C1=CC=CN=C1,Y1E
O=C(C1=CC(C2CC2)=NC(OCC2CCOCC2)=C1)N1CC[C@@H]2CN(C(=O)C3=CC4=C(C=C3)NN=N4)C[C@@H]2CC1,Y1F
O=C(O)CC1=C(C2=CC=CC=C2)OC2=CC(Br)=CC=C12,Y1G
OCC1=CC(F)=CC2=C1OCOC2,Y1H
O=C(NCC1CC1)N1CCN(C(=O)C2=CC=CO2)CC1,Y1J
CC1=CC(OCC2=NNC(=O)N2C)=C(C2=CC(C(=O)N3CCN(C)C(=O)C3)=CC=C2F)C=C1Cl,Y1K
OCC1=CSC2=C1C=C(Cl)C=C2,Y1L
O=C(NCC1=[SH]CCC1)N1CCN(C(=O)C2=CC=CO2)CC1,Y1M
CC(C)(OC1=CC=C(CCOC2=CC=C(/N=N/C3=CC=CC=C3)C=C2)C=C1)C(=O)O,Y1N
[H]/N=C(/N)NC[C@@H]1[C@@H](NC(=O)C(=O)NC2=CC=C(Cl)C(F)=C2)C2=CC=C(CNC)C=C2N1C(=O)OC,Y1O
COCCNC(=O)N1CCN(C(=O)C2=CC=CO2)CC1,Y1P
CC1=NN(CC2=CC(C(F)(F)F)=CC=C2CCC(=O)N(C)CCOC2=CC=C(S(N)(=O)=O)C=C2)N=N1,Y1Q
C[C@H](O)C1=CC=NN1,Y1R
O=C(NCC(F)(F)F)N1CCN(C(=O)C2=CC=CO2)CC1,Y1S
[H]/N=C(/N)NC[C@@H]1[C@@H](NC(=O)C(=O)NC2=CC=C(Cl)C(F)=C2)C2=CC=C(CNC)C=C2N1C(=O)OCC1=C(F)C(F)=C(F)C(F)=C1F,Y1T
CN1C(=O)N(C2=C(Cl)C=CC=C2Cl)CC2=C1N=C(NC[C@H](O)C1=CC=CC=C1)N=C2,Y1U
C[C@@H](CN)C[C@H](N)C(=O)O,Y1V
COC1=CC=C2N=CC(F)=C([C@@H](O)CC3OCC(NCC4=CC=C5OCCOC5=C4)CO3)C2=C1,Y1W
[H]/N=C(/N)NC[C@@H]1[C@@H](NC(=O)C(=O)NC2=CC=C(Cl)C(F)=C2)C2=CC=C(CNC)C=C2N1C(=O)OCC,Y1X
CC1=CC=C(C(=O)OC[C@@H](O)[C@@H](N)CC(=O)O)S1,Y1Y
CC1=NN=C2C3=C(C=CC=C3)C(C3=CC=C(N4CCOCC4)C(NS(=O)(=O)C4=CC=CC=C4Cl)=C3)=NN12,Y1Z
C[C@H]1COC2=C3C(=CC(F)=C2N2CC[C@@H](C4(N)CC4)C2)C=C(C(=O)O)C(=O)N31,Y21
O=C(O)C1=C(NCC2=CC=C(C(F)(F)F)C=C2)N=C2C=C(C(F)(F)F)C=CC2=N1,Y22
N#CC1=CC=C(CN2C3=C(CCN(C(=O)CCC4=CN=CN4)C3)C3=CC(Cl)=CC=C32)C=C1,Y23
C[C@H](C[C@@H](C[C@H](C[C@@H](CCN1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O)N1CCCC1=O,Y24
OC1=CC(Cl)=CN=C1,Y25
[H]/N=C(/N)NC[C@@H]1[C@@H](NC(=O)C(=O)NC2=CC=C(Cl)C(F)=C2)C2=CC=C(CNC)C=C2N1C(=O)OCCC,Y26
C[C@@H](N)C1CCC(C(=O)NC2=CC=NC=C2)CC1,Y27
O=C(O)C(=O)N[C@H](CC1=CC=C(OCC2=CC=CC=C2)C=C1)C(=O)O,Y28
CN1C(=O)N(C)C2=NC(NC3=CC=C(Cl)C=C3)=NC=C21,Y29
O=C(O)C[C@](O)(CC(=O)OP(=O)(O)O)C(=O)O,Y2A
CC1=CC(C[C@@H]2CNC[C@@H]2OCCN[C@H]2C[C@@H]2C2=CC=CC(F)=C2)=NC(N)=C1,Y2B
NC1=C(Cl)C=NC=C1Cl,Y2C
C=CC(=O)N1C[C@@H](N2C=C(C3=CC=CN=C3)N=N2)[C@H](OCC2=CC=C(C(F)(F)F)C=C2)C1,Y2D
[H]/N=C(/N)NC[C@@H]1[C@@H](NC(=O)C(=O)NC2=CC=C(Cl)C(F)=C2)C2=CC=C(CNC)C=C2N1C(=O)OCCC(F)(F)F,Y2E
CC1=CC(C[C@@H]2CNC[C@@H]2OCCN[C@@H](C)CC2=CC=CC(F)=C2)=NC(N)=C1,Y2F
COCCNC(=O)N1CCN(C(=O)C2=CC=C(C)O2)CC1,Y2G
CN1CCC(NC(=O)C2=CC=C(NC3=NC=C4C(=N3)N(C)C(=O)N4CC3=CC=CC=C3)C=C2)CC1,Y2H
CC1=CC=C(OCCN(C)C)C=C1C(=O)N[C@H](C)C1=CC(C2=CN(C)N=C2)=CC(C2=CN(C3CC3)N=C2)=C1,Y2I
COCCNC(=O)N1CCN(C(=O)C2=CC=C(Cl)O2)CC1,Y2J
[H]/N=C(/N)NC[C@@H]1[C@@H](NC(=O)C(=O)NC2=CC=C(Cl)C(F)=C2)C2=CC=C(CNC)C=C2N1C(=O)OCC(F)(F)F,Y2K
CC1=NN(CC2=CC(C(F)(F)F)=CC=C2OCC2=NNC(=O)N2C)N=N1,Y2L
CC1=CC=C(C(=O)N2CCN(C(=O)NCC3CC3)CC2)O1,Y2M
CC1=CC=C(OCCN(C)C)C=C1C(=O)N[C@H](C)C1=CC(C2=CN(C)N=C2)=CC(C2=CN=CS2)=C1,Y2N
[H]/N=C(/N)NC[C@@H]1[C@@H](NC(=O)C(=O)NC2=CC=C(Cl)C(F)=C2)C2=CC=C(CNC)C=C2N1C(=O)OCC1=CC=CC=C1,Y2O
CNC(=O)CN1C=C(C2=CC3=C(C=C2)[C@]2(C[C@H]3F)NC(=O)N(CC(=O)N(CC3=CC=C(F)C=C3)[C@@H](C)C(F)(F)F)C2=O)C=N1,Y2P
O=C(C1=CC2=C(C=C1)NN=N2)N1C[C@H]2CC(S(=O)(=O)CCC3=CC(Cl)=CC(Cl)=C3)C[C@H]2C1,Y2Q
CC1=CC=C(OCCN(C)C)C=C1C(=O)N[C@H](C)C1=CC(C2=CC=CS2)=CC(C2=CC=C(CN)S2)=C1,Y2R
CNC(=O)CC1=CC=CC(CNC(=O)C2=CC(/C=C/C3CCC(C(F)(F)F)CC3)=C(OC)C=N2)=C1,Y2S
O=C1C2=CN=C(N[C@@H]3CC4=C(C=C(Cl)C=C4)C3)N=C2CN1C1COC1,Y2U
CC1=CC=C(C(=O)N2CCN(C(=O)NCC(F)(F)F)CC2)O1,Y2V
N[C@@H]1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CS(=O)(=O)O,Y2W
N[C@@H](CC(=O)O)[C@H](O)CCC(=O)O,Y2Y
CC1=CC(OCC2=NNC(=O)N2C)=C(C2=CC(C(N)=O)=CC=C2OC(F)(F)F)C=C1Cl,Y2Z
CC(=O)NC1=CC(S(=O)(=O)O)=CC2=C1C(O)=CC(S(=O)(=O)O)=C2,Y3
CC(C)(C)NC(=O)[C@@H](C1=C(C(=O)O)NC2=CC(Cl)=CC=C12)N(C=O)CC1=CC=C(OCC2=CC=C(Cl)C=C2)C=C1,Y30
O=C(O)C1=CC(Br)=CN=C1,Y31
NC(=O)CC[C@H](NC(=O)C1=CC(OC2=CC=CC=C2)=CC=C1)C(=O)O,Y32
C[C@@H](O)[C@@H](C(=O)O)[C@@]1(C)CC(S[C@@H]2CN[C@H](C(=O)N(C)C)C2)=C(C(=O)O)N1,Y33
O=C(O)C1=C2OCCOC2=CS1,Y34
NCC1=CC(C2CCN(C(=O)C3=CC(C4=CC([B-]5(O)OC6=CC=C(C(=O)N7CCC(C8=CC=CC(CN)=C8)CC7)C=C6O5)=CC=C4)=CC=C3)CC2)=CC=C1,Y35
CCS(=O)(=O)NC1=CC(C2=CN(C)C(=O)C(NC)=C2)=CC2=C1C=CN2C(C)(C1=CC=CC=N1)C1=CC=CC=N1,Y36
CC1=C(O)C(CNC2=C[C@H](C(=O)O)C[C@H]2F)=C(COP(=O)(O)O)C=N1,Y37
CC(C)[C@H](C(=O)O)N(CCNC(=O)C1=CC=CC=C1)S(=O)(=O)C1=CC=C(C2=CC=CC=C2)C=C1,Y38
CCCCCCCCC[C@H]1C[C@@H]1C(=O)O,Y39
O=C(CNC(=O)OCC1=CC=CC=C1)NCC(=O)N[C@@H](CC1=CC=CC=C1)[C@@H](O)CCl,Y3A
